,disease 1,disease 2,distance
0,basal cell carcinoma,pulmonary tuberculosis,3.4533020153419014
0,basal cell carcinoma,rheumatoid arthritis,3.4789865367295714
0,basal cell carcinoma,silicosis,3.731094498066989
0,basal cell carcinoma,systemic lupus erythematosus,4.352650507733657
0,basal cell carcinoma,thoracic aortic dissection,3.4064325792847767
0,basal cell carcinoma,tuberculosis,3.5637244468151326
0,basal cell carcinoma,type 2 diabetes mellitus,4.329365673069046
0,bladder cancer,bladder urothelial carcinoma,4.054139595189611
0,bladder cancer,breast cancer,3.6261248630685285
0,bladder cancer,cardiovascular disease,3.6060584401188147
0,bladder cancer,cervical cancer,3.3769715626375696
0,bladder cancer,cervical carcinoma,3.705788758617716
0,bladder cancer,cholangiocarcinoma,3.5602795714610145
0,bladder cancer,clear cell renal cell carcinoma,4.160401815135336
0,bladder cancer,colon cancer,4.004706057859134
0,bladder cancer,colorectal cancer,3.8462203955945915
0,bladder cancer,coronary artery disease,3.700573623503524
0,bladder cancer,cutaneous squamous cell carcinoma,3.7039735327362124
0,bladder cancer,diabetes mellitus,3.7309722415922586
0,bladder cancer,diabetic retinopathy,3.5187007401937156
0,bladder cancer,dilated cardiomyopathy,4.613165138185965
0,bladder cancer,endometrial cancer,3.9362113601856623
0,bladder cancer,esophageal cancer,4.075216892055432
0,bladder cancer,esophageal squamous cell carcinoma,4.3592654239747235
0,bladder cancer,essential hypertension,3.660364378790302
0,bladder cancer,gastric cancer,3.603535059534028
0,bladder cancer,gestational diabetes mellitus,3.4058882271680186
0,bladder cancer,glioblastoma,3.4646832636356977
0,bladder cancer,glioblastoma multiforme,3.617352557207846
0,bladder cancer,glioma,3.675362186241688
0,bladder cancer,heart disease,3.411648021077098
0,bladder cancer,hepatic steatosis,4.20124621592266
0,bladder cancer,hepatoblastoma,3.853885984924812
0,bladder cancer,hepatocellular carcinoma,3.898454719852622
0,bladder cancer,hirschsprung disease,3.9227562082298473
0,bladder cancer,hypertension,3.608360155502736
0,bladder cancer,hypertrophic cardiomyopathy,3.7322620485842064
0,bladder cancer,hypopharyngeal squamous cell carcinoma,3.3034259519164326
0,bladder cancer,infantile hemangioma,3.960346808561859
0,bladder cancer,intervertebral disc degeneration,3.90763863066439
0,bladder cancer,leukoaraiosis,3.8531594474529696
0,bladder cancer,liver cancer,3.3592199189511183
0,bladder cancer,lung adenocarcinoma,4.080307410030578
0,bladder cancer,lung cancer,3.6905619921851223
0,bladder cancer,lupus nephritis,3.781971963756154
0,bladder cancer,major depressive disorder,3.413649283904294
0,bladder cancer,moyamoya disease,4.125424102745093
0,bladder cancer,multiple sclerosis,3.6222922187962454
0,bladder cancer,multiple system atrophy,4.462718077446579
0,bladder cancer,myocardial infarction,3.787639405908437
0,bladder cancer,neuropathic pain,4.18006459163794
0,bladder cancer,nonalcoholic steatohepatitis,3.8573344351925933
0,bladder cancer,non-small cell lung cancer,3.684216786300945
0,bladder cancer,oral squamous cell carcinoma,3.392252927723961
0,bladder cancer,osteoarthritis,3.857589380913571
0,bladder cancer,osteosarcoma,3.7709107022182886
0,bladder cancer,ovarian endometriosis,3.376072540607431
0,bladder cancer,pancreatic cancer,4.017128150122823
0,bladder cancer,pancreatic ductal adenocarcinoma,3.5908150723785948
0,bladder cancer,papillary thyroid carcinoma,3.437877601830045
0,bladder cancer,pre-eclampsia,3.8816787873101943
0,bladder cancer,prostate adenocarcinoma,3.4173088776985425
0,bladder cancer,prostate cancer,3.3920898159101394
0,bladder cancer,pulmonary tuberculosis,3.421660727678678
0,bladder cancer,rheumatoid arthritis,3.366262013788307
0,bladder cancer,silicosis,3.890730624406213
0,bladder cancer,systemic lupus erythematosus,3.834282931805314
0,bladder cancer,thoracic aortic dissection,3.3371248410502696
0,bladder cancer,tuberculosis,3.5533329687533763
0,bladder cancer,type 2 diabetes mellitus,4.104819643109093
0,bladder urothelial carcinoma,breast cancer,4.037807486824134
0,bladder urothelial carcinoma,cardiovascular disease,4.1452472151397375
0,bladder urothelial carcinoma,cervical cancer,3.89513022129753
0,bladder urothelial carcinoma,cervical carcinoma,4.186718602051414
0,bladder urothelial carcinoma,cholangiocarcinoma,4.166816403836415
0,bladder urothelial carcinoma,clear cell renal cell carcinoma,4.3884873705953344
0,bladder urothelial carcinoma,colon cancer,4.140036696660041
0,bladder urothelial carcinoma,colorectal cancer,4.134521457085597
0,bladder urothelial carcinoma,coronary artery disease,4.139321793452638
0,bladder urothelial carcinoma,cutaneous squamous cell carcinoma,3.5612709630551147
0,bladder urothelial carcinoma,diabetes mellitus,4.304072279139197
0,bladder urothelial carcinoma,diabetic retinopathy,3.935059656419187
0,bladder urothelial carcinoma,dilated cardiomyopathy,4.66465152144798
0,bladder urothelial carcinoma,endometrial cancer,4.231173170548626
0,bladder urothelial carcinoma,esophageal cancer,4.381324795605829
0,bladder urothelial carcinoma,esophageal squamous cell carcinoma,4.241459805451281
0,bladder urothelial carcinoma,essential hypertension,3.959498497927535
0,bladder urothelial carcinoma,gastric cancer,4.22218527768141
0,bladder urothelial carcinoma,gestational diabetes mellitus,3.3163146234557614
0,bladder urothelial carcinoma,glioblastoma,4.135637358738856
0,bladder urothelial carcinoma,glioblastoma multiforme,4.32725920790471
0,bladder urothelial carcinoma,glioma,4.344750673903937
0,bladder urothelial carcinoma,heart disease,4.337736600923081
0,bladder urothelial carcinoma,hepatic steatosis,4.038271982790456
0,bladder urothelial carcinoma,hepatoblastoma,4.103407606014069
0,bladder urothelial carcinoma,hepatocellular carcinoma,4.036078395207251
0,bladder urothelial carcinoma,hirschsprung disease,4.130682881600333
0,bladder urothelial carcinoma,hypertension,4.02924582975315
0,bladder urothelial carcinoma,hypertrophic cardiomyopathy,4.03093634197502
0,bladder urothelial carcinoma,hypopharyngeal squamous cell carcinoma,3.117802637477101
0,bladder urothelial carcinoma,infantile hemangioma,3.8517819932857806
0,bladder urothelial carcinoma,intervertebral disc degeneration,4.182342146496504
0,bladder urothelial carcinoma,leukoaraiosis,4.274696537369063
0,bladder urothelial carcinoma,liver cancer,3.283044525653747
0,bladder urothelial carcinoma,lung adenocarcinoma,4.236642771740446
0,bladder urothelial carcinoma,lung cancer,3.911741547725949
0,bladder urothelial carcinoma,lupus nephritis,4.203505158229411
0,bladder urothelial carcinoma,major depressive disorder,3.8857867404635544
0,bladder urothelial carcinoma,moyamoya disease,4.095313463362861
0,bladder urothelial carcinoma,multiple sclerosis,4.0949857832191805
0,bladder urothelial carcinoma,multiple system atrophy,4.04677096059512
0,bladder urothelial carcinoma,myocardial infarction,4.289653481111409
0,bladder urothelial carcinoma,neuropathic pain,4.450161282416867
0,bladder urothelial carcinoma,nonalcoholic steatohepatitis,4.145597120754219
0,bladder urothelial carcinoma,non-small cell lung cancer,3.9173827662584433
0,bladder urothelial carcinoma,oral squamous cell carcinoma,3.2005321512059908
0,bladder urothelial carcinoma,osteoarthritis,4.250800051261732
0,bladder urothelial carcinoma,osteosarcoma,4.227187784616175
0,bladder urothelial carcinoma,ovarian endometriosis,3.3016075529846014
0,bladder urothelial carcinoma,pancreatic cancer,4.211599591288496
0,bladder urothelial carcinoma,pancreatic ductal adenocarcinoma,3.9767897277360573
0,bladder urothelial carcinoma,papillary thyroid carcinoma,3.995250016056993
0,bladder urothelial carcinoma,pre-eclampsia,4.1498203193578815
0,bladder urothelial carcinoma,prostate adenocarcinoma,3.3340145860200057
0,bladder urothelial carcinoma,prostate cancer,3.9969481952286476
0,bladder urothelial carcinoma,pulmonary tuberculosis,3.334539956926692
0,bladder urothelial carcinoma,rheumatoid arthritis,4.308553145146796
0,bladder urothelial carcinoma,silicosis,3.9921808578584
0,bladder urothelial carcinoma,systemic lupus erythematosus,4.0197146175787
0,bladder urothelial carcinoma,thoracic aortic dissection,3.2293823844261826
0,bladder urothelial carcinoma,tuberculosis,4.0889250876227665
0,bladder urothelial carcinoma,type 2 diabetes mellitus,4.0612007928372185
0,breast cancer,cardiovascular disease,3.4235799362105017
0,breast cancer,cervical cancer,3.297551825606083
0,breast cancer,cervical carcinoma,3.8701832634613016
0,breast cancer,cholangiocarcinoma,3.524664270969926
0,breast cancer,clear cell renal cell carcinoma,4.197669675463028
0,breast cancer,colon cancer,3.7174967696415204
0,breast cancer,colorectal cancer,3.697441226447587
0,breast cancer,coronary artery disease,3.5323786459412356
0,breast cancer,cutaneous squamous cell carcinoma,3.7243681865871894
0,breast cancer,diabetes mellitus,3.2401864387110937
0,breast cancer,diabetic retinopathy,3.5504077210215668
0,breast cancer,dilated cardiomyopathy,4.948319583146831
0,breast cancer,endometrial cancer,4.156712898456047
0,breast cancer,esophageal cancer,4.1034099500168395
0,breast cancer,esophageal squamous cell carcinoma,4.0408005685932675
0,breast cancer,essential hypertension,3.683403337425874
0,breast cancer,gastric cancer,3.628693153445477
0,breast cancer,gestational diabetes mellitus,3.3501976148946446
0,breast cancer,glioblastoma,3.362263125244567
0,breast cancer,glioblastoma multiforme,3.4487101037156265
0,breast cancer,glioma,3.3286434093194583
0,breast cancer,heart disease,3.441483859376641
0,breast cancer,hepatic steatosis,4.516767604608003
0,breast cancer,hepatoblastoma,3.7242568859443654
0,breast cancer,hepatocellular carcinoma,3.6817141976672794
0,breast cancer,hirschsprung disease,3.9706354447998127
0,breast cancer,hypertension,3.4329306463399947
0,breast cancer,hypertrophic cardiomyopathy,3.4284148424227023
0,breast cancer,hypopharyngeal squamous cell carcinoma,3.2840115794058953
0,breast cancer,infantile hemangioma,3.7468289683559988
0,breast cancer,intervertebral disc degeneration,3.660662572849044
0,breast cancer,leukoaraiosis,3.9006410672777254
0,breast cancer,liver cancer,3.35899390198389
0,breast cancer,lung adenocarcinoma,4.098567744064923
0,breast cancer,lung cancer,3.468933381757893
0,breast cancer,lupus nephritis,3.660902253659231
0,breast cancer,major depressive disorder,3.5766323902555146
0,breast cancer,moyamoya disease,3.783508108743577
0,breast cancer,multiple sclerosis,3.479153543207961
0,breast cancer,multiple system atrophy,4.396957775499853
0,breast cancer,myocardial infarction,3.4029298325071857
0,breast cancer,neuropathic pain,4.406241434991401
0,breast cancer,nonalcoholic steatohepatitis,3.6787715212369743
0,breast cancer,non-small cell lung cancer,3.5198368442538306
0,breast cancer,oral squamous cell carcinoma,3.3693654524176386
0,breast cancer,osteoarthritis,3.77615500962342
0,breast cancer,osteosarcoma,3.3160042728570844
0,breast cancer,ovarian endometriosis,3.3272014591454795
0,breast cancer,pancreatic cancer,3.762613297829439
0,breast cancer,pancreatic ductal adenocarcinoma,3.5243389932644016
0,breast cancer,papillary thyroid carcinoma,3.3665974528033793
0,breast cancer,pre-eclampsia,4.010628485022116
0,breast cancer,prostate adenocarcinoma,3.412970907041693
0,breast cancer,prostate cancer,3.5141716366201448
0,breast cancer,pulmonary tuberculosis,3.3456071987532128
0,breast cancer,rheumatoid arthritis,3.37146029385596
0,breast cancer,silicosis,3.6788513446120374
0,breast cancer,systemic lupus erythematosus,3.9396890807578373
0,breast cancer,thoracic aortic dissection,3.325467566074686
0,breast cancer,tuberculosis,3.4462633207224185
0,breast cancer,type 2 diabetes mellitus,4.245457901813771
0,cardiovascular disease,cervical cancer,3.5694754785621545
0,cardiovascular disease,cervical carcinoma,3.842636065445534
0,cardiovascular disease,cholangiocarcinoma,3.3815012759521514
0,cardiovascular disease,clear cell renal cell carcinoma,4.393104728062466
0,cardiovascular disease,colon cancer,3.773683640564382
0,cardiovascular disease,colorectal cancer,3.736806599642401
0,cardiovascular disease,coronary artery disease,3.4333045491995198
0,cardiovascular disease,cutaneous squamous cell carcinoma,3.801535892134172
0,cardiovascular disease,diabetes mellitus,2.809951029669156
0,cardiovascular disease,diabetic retinopathy,3.2119254387205056
0,cardiovascular disease,dilated cardiomyopathy,4.8105134349051974
0,cardiovascular disease,endometrial cancer,4.204619218656359
0,cardiovascular disease,esophageal cancer,4.104816978196297
0,cardiovascular disease,esophageal squamous cell carcinoma,4.146761699801935
0,cardiovascular disease,essential hypertension,3.3239578988477603
0,cardiovascular disease,gastric cancer,3.725585956010607
0,cardiovascular disease,gestational diabetes mellitus,3.4254003411325646
0,cardiovascular disease,glioblastoma,3.2162932561313813
0,cardiovascular disease,glioblastoma multiforme,3.5103984291134767
0,cardiovascular disease,glioma,3.4288518326847903
0,cardiovascular disease,heart disease,3.2573144995199517
0,cardiovascular disease,hepatic steatosis,4.591173365674274
0,cardiovascular disease,hepatoblastoma,3.5932858535882435
0,cardiovascular disease,hepatocellular carcinoma,4.047695122495152
0,cardiovascular disease,hirschsprung disease,3.708224998960238
0,cardiovascular disease,hypertension,3.3845679222981326
0,cardiovascular disease,hypertrophic cardiomyopathy,3.815249874469819
0,cardiovascular disease,hypopharyngeal squamous cell carcinoma,3.3383397829363863
0,cardiovascular disease,infantile hemangioma,3.90151864310431
0,cardiovascular disease,intervertebral disc degeneration,3.951365242719305
0,cardiovascular disease,leukoaraiosis,4.221742989482971
0,cardiovascular disease,liver cancer,3.423376660299311
0,cardiovascular disease,lung adenocarcinoma,4.287515892757101
0,cardiovascular disease,lung cancer,3.43089435285874
0,cardiovascular disease,lupus nephritis,3.679617590525205
0,cardiovascular disease,major depressive disorder,3.275369080886125
0,cardiovascular disease,moyamoya disease,4.1971950360482335
0,cardiovascular disease,multiple sclerosis,3.3329815139265335
0,cardiovascular disease,multiple system atrophy,4.509515419415919
0,cardiovascular disease,myocardial infarction,3.187980225307891
0,cardiovascular disease,neuropathic pain,4.437321621878845
0,cardiovascular disease,nonalcoholic steatohepatitis,3.6780600690495824
0,cardiovascular disease,non-small cell lung cancer,3.459872867334399
0,cardiovascular disease,oral squamous cell carcinoma,3.4241431458268816
0,cardiovascular disease,osteoarthritis,3.6591968754448465
0,cardiovascular disease,osteosarcoma,3.415459017560491
0,cardiovascular disease,ovarian endometriosis,3.4418802470272127
0,cardiovascular disease,pancreatic cancer,3.9131244054090564
0,cardiovascular disease,pancreatic ductal adenocarcinoma,3.4850551274503765
0,cardiovascular disease,papillary thyroid carcinoma,3.284824704109289
0,cardiovascular disease,pre-eclampsia,3.813960884812807
0,cardiovascular disease,prostate adenocarcinoma,3.480521302758077
0,cardiovascular disease,prostate cancer,3.317737739669956
0,cardiovascular disease,pulmonary tuberculosis,3.447510146395126
0,cardiovascular disease,rheumatoid arthritis,3.2445718022546246
0,cardiovascular disease,silicosis,3.7848284161613863
0,cardiovascular disease,systemic lupus erythematosus,4.0595352946505825
0,cardiovascular disease,thoracic aortic dissection,3.398996800450545
0,cardiovascular disease,tuberculosis,3.404302286637816
0,cardiovascular disease,type 2 diabetes mellitus,4.2131862545534124
0,cervical cancer,cervical carcinoma,3.804787828474116
0,cervical cancer,cholangiocarcinoma,3.0578664960671813
0,cervical cancer,clear cell renal cell carcinoma,4.2809407760564575
0,cervical cancer,colon cancer,3.669009762795597
0,cervical cancer,colorectal cancer,3.6183825426773946
0,cervical cancer,coronary artery disease,3.499428406128722
0,cervical cancer,cutaneous squamous cell carcinoma,3.744933572732928
0,cervical cancer,diabetes mellitus,3.4581306864303705
0,cervical cancer,diabetic retinopathy,3.309691962119597
0,cervical cancer,dilated cardiomyopathy,4.860641293145343
0,cervical cancer,endometrial cancer,3.909439628132206
0,cervical cancer,esophageal cancer,4.0972728741699065
0,cervical cancer,esophageal squamous cell carcinoma,4.05807355741485
0,cervical cancer,essential hypertension,3.694131257311845
0,cervical cancer,gastric cancer,3.813160739852464
0,cervical cancer,gestational diabetes mellitus,3.4011135248076028
0,cervical cancer,glioblastoma,2.600216629166164
0,cervical cancer,glioblastoma multiforme,2.740936890888024
0,cervical cancer,glioma,3.0750056682102254
0,cervical cancer,heart disease,3.349438374818225
0,cervical cancer,hepatic steatosis,4.361135790617554
0,cervical cancer,hepatoblastoma,3.714705281475378
0,cervical cancer,hepatocellular carcinoma,3.5988233167368935
0,cervical cancer,hirschsprung disease,4.073646069888986
0,cervical cancer,hypertension,3.456711034914208
0,cervical cancer,hypertrophic cardiomyopathy,3.4616170596243716
0,cervical cancer,hypopharyngeal squamous cell carcinoma,3.2595140557251
0,cervical cancer,infantile hemangioma,3.7153115329415636
0,cervical cancer,intervertebral disc degeneration,3.725799459746752
0,cervical cancer,leukoaraiosis,4.175511542592414
0,cervical cancer,liver cancer,3.3194069894258966
0,cervical cancer,lung adenocarcinoma,4.319573646182608
0,cervical cancer,lung cancer,3.1811414720443687
0,cervical cancer,lupus nephritis,3.827520116704764
0,cervical cancer,major depressive disorder,3.4347273161266667
0,cervical cancer,moyamoya disease,4.227139511334131
0,cervical cancer,multiple sclerosis,3.1804494056188077
0,cervical cancer,multiple system atrophy,4.645510829584099
0,cervical cancer,myocardial infarction,3.3126564003716625
0,cervical cancer,neuropathic pain,4.340898077247938
0,cervical cancer,nonalcoholic steatohepatitis,3.6707868734675206
0,cervical cancer,non-small cell lung cancer,3.1262443246606995
0,cervical cancer,oral squamous cell carcinoma,3.3626902410753554
0,cervical cancer,osteoarthritis,3.7956930309976977
0,cervical cancer,osteosarcoma,2.9218555481572395
0,cervical cancer,ovarian endometriosis,3.358440404840659
0,cervical cancer,pancreatic cancer,3.826406704659316
0,cervical cancer,pancreatic ductal adenocarcinoma,3.285428131855527
0,cervical cancer,papillary thyroid carcinoma,3.159965812206639
0,cervical cancer,pre-eclampsia,3.7809545292141866
0,cervical cancer,prostate adenocarcinoma,3.3604792198902835
0,cervical cancer,prostate cancer,3.46521509950298
0,cervical cancer,pulmonary tuberculosis,3.358723704244743
0,cervical cancer,rheumatoid arthritis,3.170592240728705
0,cervical cancer,silicosis,3.735642996450129
0,cervical cancer,systemic lupus erythematosus,4.006314219573054
0,cervical cancer,thoracic aortic dissection,3.3342454966983968
0,cervical cancer,tuberculosis,2.930612378724232
0,cervical cancer,type 2 diabetes mellitus,4.131405528544227
0,cervical carcinoma,cholangiocarcinoma,3.90425708010038
0,cervical carcinoma,clear cell renal cell carcinoma,4.110968562343735
0,cervical carcinoma,colon cancer,4.130507213819042
0,cervical carcinoma,colorectal cancer,3.9288281283458915
0,cervical carcinoma,coronary artery disease,4.029756527339912
0,cervical carcinoma,cutaneous squamous cell carcinoma,3.8126053792695203
0,cervical carcinoma,diabetes mellitus,4.032427789248657
0,cervical carcinoma,diabetic retinopathy,3.8420541100704617
0,cervical carcinoma,dilated cardiomyopathy,4.61735005763336
0,cervical carcinoma,endometrial cancer,4.192586349109767
0,cervical carcinoma,esophageal cancer,4.141717549328071
0,cervical carcinoma,esophageal squamous cell carcinoma,3.786501118694425
0,cervical carcinoma,essential hypertension,3.8264234177511387
0,cervical carcinoma,gastric cancer,4.069482171593867
0,cervical carcinoma,gestational diabetes mellitus,3.3430423946317274
0,cervical carcinoma,glioblastoma,3.9257278332331715
0,cervical carcinoma,glioblastoma multiforme,3.8334818630471412
0,cervical carcinoma,glioma,4.249947444369772
0,cervical carcinoma,heart disease,3.9627140463307295
0,cervical carcinoma,hepatic steatosis,4.043664026943459
0,cervical carcinoma,hepatoblastoma,3.933820466115111
0,cervical carcinoma,hepatocellular carcinoma,4.039849948019025
0,cervical carcinoma,hirschsprung disease,4.118354202975991
0,cervical carcinoma,hypertension,3.80804415501501
0,cervical carcinoma,hypertrophic cardiomyopathy,3.7330954211576417
0,cervical carcinoma,hypopharyngeal squamous cell carcinoma,3.1577574514901334
0,cervical carcinoma,infantile hemangioma,4.12444735555121
0,cervical carcinoma,intervertebral disc degeneration,4.101957565681698
0,cervical carcinoma,leukoaraiosis,4.135001724085317
0,cervical carcinoma,liver cancer,3.373996377442848
0,cervical carcinoma,lung adenocarcinoma,4.150620004799489
0,cervical carcinoma,lung cancer,3.782775973686652
0,cervical carcinoma,lupus nephritis,4.046898128447164
0,cervical carcinoma,major depressive disorder,3.7904702558668864
0,cervical carcinoma,moyamoya disease,3.7654261713110775
0,cervical carcinoma,multiple sclerosis,3.787008621045166
0,cervical carcinoma,multiple system atrophy,4.021082549669257
0,cervical carcinoma,myocardial infarction,3.9823811038140944
0,cervical carcinoma,neuropathic pain,4.630811721339931
0,cervical carcinoma,nonalcoholic steatohepatitis,3.959364304268015
0,cervical carcinoma,non-small cell lung cancer,3.739906535046189
0,cervical carcinoma,oral squamous cell carcinoma,3.3078425330353234
0,cervical carcinoma,osteoarthritis,3.8413555216113338
0,cervical carcinoma,osteosarcoma,3.906206363862686
0,cervical carcinoma,ovarian endometriosis,3.299999895653068
0,cervical carcinoma,pancreatic cancer,4.2879595259528935
0,cervical carcinoma,pancreatic ductal adenocarcinoma,3.911073064604244
0,cervical carcinoma,papillary thyroid carcinoma,3.884871436708167
0,cervical carcinoma,pre-eclampsia,4.12998351214565
0,cervical carcinoma,prostate adenocarcinoma,3.2940338040809714
0,cervical carcinoma,prostate cancer,3.6717400501296704
0,cervical carcinoma,pulmonary tuberculosis,3.3248107488058998
0,cervical carcinoma,rheumatoid arthritis,3.999942139696807
0,cervical carcinoma,silicosis,4.023844092701614
0,cervical carcinoma,systemic lupus erythematosus,3.9924770027120586
0,cervical carcinoma,thoracic aortic dissection,3.2829069656449708
0,cervical carcinoma,tuberculosis,3.696440401958205
0,cervical carcinoma,type 2 diabetes mellitus,3.856773419624682
0,cholangiocarcinoma,clear cell renal cell carcinoma,4.370259906192111
0,cholangiocarcinoma,colon cancer,3.6968410819991373
0,cholangiocarcinoma,colorectal cancer,3.6791421452696653
0,cholangiocarcinoma,coronary artery disease,3.318271441964984
0,cholangiocarcinoma,cutaneous squamous cell carcinoma,3.8246133110876572
0,cholangiocarcinoma,diabetes mellitus,3.43649539812262
0,cholangiocarcinoma,diabetic retinopathy,3.5069588296591174
0,cholangiocarcinoma,dilated cardiomyopathy,4.522183664665486
0,cholangiocarcinoma,endometrial cancer,4.2852649753811205
0,cholangiocarcinoma,esophageal cancer,4.036072930217329
0,cholangiocarcinoma,esophageal squamous cell carcinoma,4.285474754054704
0,cholangiocarcinoma,essential hypertension,3.3967100023878225
0,cholangiocarcinoma,gastric cancer,3.5049562631684466
0,cholangiocarcinoma,gestational diabetes mellitus,3.4985097977075874
0,cholangiocarcinoma,glioblastoma,2.995300711265675
0,cholangiocarcinoma,glioblastoma multiforme,3.1127389374205343
0,cholangiocarcinoma,glioma,3.536298854535579
0,cholangiocarcinoma,heart disease,3.4206723991662287
0,cholangiocarcinoma,hepatic steatosis,4.685676152816582
0,cholangiocarcinoma,hepatoblastoma,3.5374739957332415
0,cholangiocarcinoma,hepatocellular carcinoma,3.8464179587778116
0,cholangiocarcinoma,hirschsprung disease,3.7019097933159273
0,cholangiocarcinoma,hypertension,3.284482928750108
0,cholangiocarcinoma,hypertrophic cardiomyopathy,3.7055685244703356
0,cholangiocarcinoma,hypopharyngeal squamous cell carcinoma,3.4178740191954793
0,cholangiocarcinoma,infantile hemangioma,4.109712241373348
0,cholangiocarcinoma,intervertebral disc degeneration,3.644585200015584
0,cholangiocarcinoma,leukoaraiosis,4.013008784504936
0,cholangiocarcinoma,liver cancer,3.4251972766628
0,cholangiocarcinoma,lung adenocarcinoma,4.177685417002355
0,cholangiocarcinoma,lung cancer,3.4008981598408248
0,cholangiocarcinoma,lupus nephritis,3.6477029096816556
0,cholangiocarcinoma,major depressive disorder,3.3945197204641078
0,cholangiocarcinoma,moyamoya disease,3.857665656422594
0,cholangiocarcinoma,multiple sclerosis,3.37289561088191
0,cholangiocarcinoma,multiple system atrophy,4.371156212922611
0,cholangiocarcinoma,myocardial infarction,3.1608754464560875
0,cholangiocarcinoma,neuropathic pain,4.418665629899715
0,cholangiocarcinoma,nonalcoholic steatohepatitis,3.7079526841907033
0,cholangiocarcinoma,non-small cell lung cancer,3.5763521277031582
0,cholangiocarcinoma,oral squamous cell carcinoma,3.4884153781182556
0,cholangiocarcinoma,osteoarthritis,3.7885701342410614
0,cholangiocarcinoma,osteosarcoma,3.1190925315708915
0,cholangiocarcinoma,ovarian endometriosis,3.4042816347603186
0,cholangiocarcinoma,pancreatic cancer,4.01651624706106
0,cholangiocarcinoma,pancreatic ductal adenocarcinoma,3.4839961978679512
0,cholangiocarcinoma,papillary thyroid carcinoma,3.3054536886962116
0,cholangiocarcinoma,pre-eclampsia,3.8319639707091384
0,cholangiocarcinoma,prostate adenocarcinoma,3.499531835992693
0,cholangiocarcinoma,prostate cancer,3.394366687883102
0,cholangiocarcinoma,pulmonary tuberculosis,3.4701147639748595
0,cholangiocarcinoma,rheumatoid arthritis,3.269720583089062
0,cholangiocarcinoma,silicosis,3.825005889772409
0,cholangiocarcinoma,systemic lupus erythematosus,3.9619135991121586
0,cholangiocarcinoma,thoracic aortic dissection,3.3998708948276937
0,cholangiocarcinoma,tuberculosis,3.4087441731039188
0,cholangiocarcinoma,type 2 diabetes mellitus,4.173058268562284
0,clear cell renal cell carcinoma,colon cancer,4.2265558175894915
0,clear cell renal cell carcinoma,colorectal cancer,4.368542085711354
0,clear cell renal cell carcinoma,coronary artery disease,4.458321490735202
0,clear cell renal cell carcinoma,cutaneous squamous cell carcinoma,3.915202709967558
0,clear cell renal cell carcinoma,diabetes mellitus,4.576817581653302
0,clear cell renal cell carcinoma,diabetic retinopathy,4.1821206834998925
0,clear cell renal cell carcinoma,dilated cardiomyopathy,4.649348627671658
0,clear cell renal cell carcinoma,endometrial cancer,4.364092594451851
0,clear cell renal cell carcinoma,esophageal cancer,4.402422940189081
0,clear cell renal cell carcinoma,esophageal squamous cell carcinoma,4.352246374178675
0,clear cell renal cell carcinoma,essential hypertension,4.205166888509298
0,clear cell renal cell carcinoma,gastric cancer,4.51909716163775
0,clear cell renal cell carcinoma,gestational diabetes mellitus,3.6209380496480508
0,clear cell renal cell carcinoma,glioblastoma,4.347977261233823
0,clear cell renal cell carcinoma,glioblastoma multiforme,4.698705804314122
0,clear cell renal cell carcinoma,glioma,4.750551805824058
0,clear cell renal cell carcinoma,heart disease,4.530410522196959
0,clear cell renal cell carcinoma,hepatic steatosis,4.498307280298601
0,clear cell renal cell carcinoma,hepatoblastoma,4.333730160569579
0,clear cell renal cell carcinoma,hepatocellular carcinoma,4.56921625493933
0,clear cell renal cell carcinoma,hirschsprung disease,4.377537102046923
0,clear cell renal cell carcinoma,hypertension,4.459984244273212
0,clear cell renal cell carcinoma,hypertrophic cardiomyopathy,4.200438955380955
0,clear cell renal cell carcinoma,hypopharyngeal squamous cell carcinoma,3.5316228759058093
0,clear cell renal cell carcinoma,infantile hemangioma,4.210390665394836
0,clear cell renal cell carcinoma,intervertebral disc degeneration,4.363239739250059
0,clear cell renal cell carcinoma,leukoaraiosis,4.604475078421961
0,clear cell renal cell carcinoma,liver cancer,3.5570927245236597
0,clear cell renal cell carcinoma,lung adenocarcinoma,4.4117975438719075
0,clear cell renal cell carcinoma,lung cancer,4.449155541863144
0,clear cell renal cell carcinoma,lupus nephritis,4.35491787142176
0,clear cell renal cell carcinoma,major depressive disorder,4.0771786487808575
0,clear cell renal cell carcinoma,moyamoya disease,4.24775574736361
0,clear cell renal cell carcinoma,multiple sclerosis,4.402563774958326
0,clear cell renal cell carcinoma,multiple system atrophy,4.455631267963134
0,clear cell renal cell carcinoma,myocardial infarction,4.537445771427067
0,clear cell renal cell carcinoma,neuropathic pain,4.42452558181708
0,clear cell renal cell carcinoma,nonalcoholic steatohepatitis,4.37309674358028
0,clear cell renal cell carcinoma,non-small cell lung cancer,4.125795431948316
0,clear cell renal cell carcinoma,oral squamous cell carcinoma,3.677957647246771
0,clear cell renal cell carcinoma,osteoarthritis,4.420775689515501
0,clear cell renal cell carcinoma,osteosarcoma,4.450675598877355
0,clear cell renal cell carcinoma,ovarian endometriosis,3.6011321456573735
0,clear cell renal cell carcinoma,pancreatic cancer,4.31321317718983
0,clear cell renal cell carcinoma,pancreatic ductal adenocarcinoma,4.2029526616349955
0,clear cell renal cell carcinoma,papillary thyroid carcinoma,4.169632523546126
