,disease 1,disease 2,distance
0,clear cell renal cell carcinoma,pre-eclampsia,4.011945408674141
0,clear cell renal cell carcinoma,prostate adenocarcinoma,3.621712928062231
0,clear cell renal cell carcinoma,prostate cancer,4.286237304844082
0,clear cell renal cell carcinoma,pulmonary tuberculosis,3.6363333977187846
0,clear cell renal cell carcinoma,rheumatoid arthritis,4.543388148829134
0,clear cell renal cell carcinoma,silicosis,4.203214756695103
0,clear cell renal cell carcinoma,systemic lupus erythematosus,4.2358841243539445
0,clear cell renal cell carcinoma,thoracic aortic dissection,3.5283925529758022
0,clear cell renal cell carcinoma,tuberculosis,4.147706228663527
0,clear cell renal cell carcinoma,type 2 diabetes mellitus,4.167780019131632
0,colon cancer,colorectal cancer,3.7985197784641906
0,colon cancer,coronary artery disease,3.8746011131227425
0,colon cancer,cutaneous squamous cell carcinoma,3.986598512502181
0,colon cancer,diabetes mellitus,3.8324163887589675
0,colon cancer,diabetic retinopathy,3.627771669730218
0,colon cancer,dilated cardiomyopathy,4.560963967738546
0,colon cancer,endometrial cancer,3.997553070352938
0,colon cancer,esophageal cancer,4.193840019193552
0,colon cancer,esophageal squamous cell carcinoma,3.9867039699161118
0,colon cancer,essential hypertension,3.7098339633307864
0,colon cancer,gastric cancer,3.9395093238979317
0,colon cancer,gestational diabetes mellitus,3.485502837918999
0,colon cancer,glioblastoma,3.7647612237620303
0,colon cancer,glioblastoma multiforme,3.8083098903631334
0,colon cancer,glioma,3.9605952991990137
0,colon cancer,heart disease,3.9749451266089504
0,colon cancer,hepatic steatosis,4.361084223983076
0,colon cancer,hepatoblastoma,4.055233250719813
0,colon cancer,hepatocellular carcinoma,3.9761058622365795
0,colon cancer,hirschsprung disease,4.237399254597031
0,colon cancer,hypertension,3.7962580410496622
0,colon cancer,hypertrophic cardiomyopathy,3.8681560013478506
0,colon cancer,hypopharyngeal squamous cell carcinoma,3.3419351415422005
0,colon cancer,infantile hemangioma,3.98883988082788
0,colon cancer,intervertebral disc degeneration,4.078365006333032
0,colon cancer,leukoaraiosis,4.13979818645119
0,colon cancer,liver cancer,3.452435451710616
0,colon cancer,lung adenocarcinoma,4.406720200240873
0,colon cancer,lung cancer,3.792601703434785
0,colon cancer,lupus nephritis,4.043667669842941
0,colon cancer,major depressive disorder,3.7780005450759706
0,colon cancer,moyamoya disease,4.119198730372244
0,colon cancer,multiple sclerosis,3.912465373025786
0,colon cancer,multiple system atrophy,4.805216948109399
0,colon cancer,myocardial infarction,3.9076306044347278
0,colon cancer,neuropathic pain,4.395545474121451
0,colon cancer,nonalcoholic steatohepatitis,3.956833483064638
0,colon cancer,non-small cell lung cancer,3.7214359135702777
0,colon cancer,oral squamous cell carcinoma,3.3681010640121514
0,colon cancer,osteoarthritis,3.9736859792650314
0,colon cancer,osteosarcoma,3.8605727905007354
0,colon cancer,ovarian endometriosis,3.4517420108379855
0,colon cancer,pancreatic cancer,3.9063699931346707
0,colon cancer,pancreatic ductal adenocarcinoma,3.726337828172377
0,colon cancer,papillary thyroid carcinoma,3.5168367132528737
0,colon cancer,pre-eclampsia,4.04710612841685
0,colon cancer,prostate adenocarcinoma,3.4364567444541794
0,colon cancer,prostate cancer,3.714843728673567
0,colon cancer,pulmonary tuberculosis,3.4861511576670874
0,colon cancer,rheumatoid arthritis,3.677036430988684
0,colon cancer,silicosis,4.36435739320106
0,colon cancer,systemic lupus erythematosus,4.039938789086796
0,colon cancer,thoracic aortic dissection,3.422465124966378
0,colon cancer,tuberculosis,3.8371801881366476
0,colon cancer,type 2 diabetes mellitus,4.222148153970342
0,colorectal cancer,coronary artery disease,3.3872774978793303
0,colorectal cancer,cutaneous squamous cell carcinoma,3.715170770534142
0,colorectal cancer,diabetes mellitus,3.6133809726955586
0,colorectal cancer,diabetic retinopathy,3.7549394511103213
0,colorectal cancer,dilated cardiomyopathy,4.737041061069047
0,colorectal cancer,endometrial cancer,4.030951744480001
0,colorectal cancer,esophageal cancer,4.025329691795046
0,colorectal cancer,esophageal squamous cell carcinoma,3.8344945665216645
0,colorectal cancer,essential hypertension,3.629153033788416
0,colorectal cancer,gastric cancer,3.7805834085015464
0,colorectal cancer,gestational diabetes mellitus,3.4010129401752796
0,colorectal cancer,glioblastoma,3.4840163503166535
0,colorectal cancer,glioblastoma multiforme,3.543824993163276
0,colorectal cancer,glioma,3.849258611921532
0,colorectal cancer,heart disease,3.8371898391950596
0,colorectal cancer,hepatic steatosis,4.532383012787454
0,colorectal cancer,hepatoblastoma,3.8761954595239896
0,colorectal cancer,hepatocellular carcinoma,4.003460269075551
0,colorectal cancer,hirschsprung disease,4.123905171842425
0,colorectal cancer,hypertension,3.7256745382667638
0,colorectal cancer,hypertrophic cardiomyopathy,3.8118097899690504
0,colorectal cancer,hypopharyngeal squamous cell carcinoma,3.2506766075954223
0,colorectal cancer,infantile hemangioma,3.7667035313664368
0,colorectal cancer,intervertebral disc degeneration,4.113590007000694
0,colorectal cancer,leukoaraiosis,4.140594560049683
0,colorectal cancer,liver cancer,3.3366735182789538
0,colorectal cancer,lung adenocarcinoma,3.8815299419077354
0,colorectal cancer,lung cancer,3.6927275514767164
0,colorectal cancer,lupus nephritis,4.049844055670765
0,colorectal cancer,major depressive disorder,3.626585272185325
0,colorectal cancer,moyamoya disease,3.9801306375498258
0,colorectal cancer,multiple sclerosis,3.6410236430377245
0,colorectal cancer,multiple system atrophy,4.676351302095714
0,colorectal cancer,myocardial infarction,3.6690131311116145
0,colorectal cancer,neuropathic pain,4.472185926529346
0,colorectal cancer,nonalcoholic steatohepatitis,4.0176125467534325
0,colorectal cancer,non-small cell lung cancer,3.666015624107505
0,colorectal cancer,oral squamous cell carcinoma,3.3395067403839165
0,colorectal cancer,osteoarthritis,3.973444098144825
0,colorectal cancer,osteosarcoma,3.6648386492855263
0,colorectal cancer,ovarian endometriosis,3.348368060204358
0,colorectal cancer,pancreatic cancer,3.7707893110660704
0,colorectal cancer,pancreatic ductal adenocarcinoma,3.7939755706378664
0,colorectal cancer,papillary thyroid carcinoma,3.5426541461431253
0,colorectal cancer,pre-eclampsia,3.982518935925272
0,colorectal cancer,prostate adenocarcinoma,3.4206166006651344
0,colorectal cancer,prostate cancer,3.737960318444265
0,colorectal cancer,pulmonary tuberculosis,3.373837770611456
0,colorectal cancer,rheumatoid arthritis,3.8324524102978175
0,colorectal cancer,silicosis,4.079495585961868
0,colorectal cancer,systemic lupus erythematosus,4.119914176198312
0,colorectal cancer,thoracic aortic dissection,3.3206191199556003
0,colorectal cancer,tuberculosis,3.549103258014241
0,colorectal cancer,type 2 diabetes mellitus,4.125901040836544
0,coronary artery disease,cutaneous squamous cell carcinoma,3.8944735978941716
0,coronary artery disease,diabetes mellitus,2.8366746318131892
0,coronary artery disease,diabetic retinopathy,3.4651428914418827
0,coronary artery disease,dilated cardiomyopathy,5.100979396406083
0,coronary artery disease,endometrial cancer,4.2943112262247
0,coronary artery disease,esophageal cancer,4.147740799076968
0,coronary artery disease,esophageal squamous cell carcinoma,4.2795419279320575
0,coronary artery disease,essential hypertension,3.5996541897934784
0,coronary artery disease,gastric cancer,3.5026159757286877
0,coronary artery disease,gestational diabetes mellitus,3.4992328396479992
0,coronary artery disease,glioblastoma,2.9702219865502033
0,coronary artery disease,glioblastoma multiforme,3.113650635363086
0,coronary artery disease,glioma,3.4072809920550475
0,coronary artery disease,heart disease,3.2746289963959767
0,coronary artery disease,hepatic steatosis,4.394478671471253
0,coronary artery disease,hepatoblastoma,3.7278917960594598
0,coronary artery disease,hepatocellular carcinoma,3.636660463734258
0,coronary artery disease,hirschsprung disease,3.900985121105419
0,coronary artery disease,hypertension,3.551423793561378
0,coronary artery disease,hypertrophic cardiomyopathy,3.572892816681493
0,coronary artery disease,hypopharyngeal squamous cell carcinoma,3.427925815675862
0,coronary artery disease,infantile hemangioma,4.0048231396648495
0,coronary artery disease,intervertebral disc degeneration,3.7731653725554586
0,coronary artery disease,leukoaraiosis,4.184268471694848
0,coronary artery disease,liver cancer,3.478877826520653
0,coronary artery disease,lung adenocarcinoma,4.23240576671696
0,coronary artery disease,lung cancer,3.336795981297556
0,coronary artery disease,lupus nephritis,3.6947505240324605
0,coronary artery disease,major depressive disorder,3.4327154745438406
0,coronary artery disease,moyamoya disease,4.043038134634529
0,coronary artery disease,multiple sclerosis,3.524338107339841
0,coronary artery disease,multiple system atrophy,4.706242905035216
0,coronary artery disease,myocardial infarction,3.2632002931114754
0,coronary artery disease,neuropathic pain,4.528808886784385
0,coronary artery disease,nonalcoholic steatohepatitis,3.625803084636261
0,coronary artery disease,non-small cell lung cancer,3.3788461528877782
0,coronary artery disease,oral squamous cell carcinoma,3.5243108110739807
0,coronary artery disease,osteoarthritis,3.702837920184023
0,coronary artery disease,osteosarcoma,3.36809748147794
0,coronary artery disease,ovarian endometriosis,3.493686429660016
0,coronary artery disease,pancreatic cancer,3.9653934998892986
0,coronary artery disease,pancreatic ductal adenocarcinoma,3.3715513792092437
0,coronary artery disease,papillary thyroid carcinoma,3.290902368041256
0,coronary artery disease,pre-eclampsia,3.807531827104622
0,coronary artery disease,prostate adenocarcinoma,3.502865053442131
0,coronary artery disease,prostate cancer,3.6059349334673927
0,coronary artery disease,pulmonary tuberculosis,3.4992072909861176
0,coronary artery disease,rheumatoid arthritis,3.2975273956224087
0,coronary artery disease,silicosis,3.8005629817229285
0,coronary artery disease,systemic lupus erythematosus,4.031499707855321
0,coronary artery disease,thoracic aortic dissection,3.4562170210150587
0,coronary artery disease,tuberculosis,3.373764615023239
0,coronary artery disease,type 2 diabetes mellitus,4.141854425218987
0,cutaneous squamous cell carcinoma,diabetes mellitus,4.116756568248675
0,cutaneous squamous cell carcinoma,diabetic retinopathy,3.820416058215995
0,cutaneous squamous cell carcinoma,dilated cardiomyopathy,4.2887500797898594
0,cutaneous squamous cell carcinoma,endometrial cancer,3.9077900439261173
0,cutaneous squamous cell carcinoma,esophageal cancer,3.8467541335033744
0,cutaneous squamous cell carcinoma,esophageal squamous cell carcinoma,3.6552821058675216
0,cutaneous squamous cell carcinoma,essential hypertension,3.4946111568741385
0,cutaneous squamous cell carcinoma,gastric cancer,3.8198609209401138
0,cutaneous squamous cell carcinoma,gestational diabetes mellitus,2.3795728512105505
0,cutaneous squamous cell carcinoma,glioblastoma,3.99618373199237
0,cutaneous squamous cell carcinoma,glioblastoma multiforme,3.999887295768005
0,cutaneous squamous cell carcinoma,glioma,4.10777088718394
0,cutaneous squamous cell carcinoma,heart disease,3.986210960869871
0,cutaneous squamous cell carcinoma,hepatic steatosis,4.009306012164906
0,cutaneous squamous cell carcinoma,hepatoblastoma,3.869670839057324
0,cutaneous squamous cell carcinoma,hepatocellular carcinoma,3.888972450588914
0,cutaneous squamous cell carcinoma,hirschsprung disease,3.956302972639211
0,cutaneous squamous cell carcinoma,hypertension,3.8851918455347056
0,cutaneous squamous cell carcinoma,hypertrophic cardiomyopathy,3.6299524602819213
0,cutaneous squamous cell carcinoma,hypopharyngeal squamous cell carcinoma,2.4556717272837525
0,cutaneous squamous cell carcinoma,infantile hemangioma,3.4928916280442013
0,cutaneous squamous cell carcinoma,intervertebral disc degeneration,3.9603556002158764
0,cutaneous squamous cell carcinoma,leukoaraiosis,3.919688674483966
0,cutaneous squamous cell carcinoma,liver cancer,2.514964794309521
0,cutaneous squamous cell carcinoma,lung adenocarcinoma,4.202836512455622
0,cutaneous squamous cell carcinoma,lung cancer,3.584415362074807
0,cutaneous squamous cell carcinoma,lupus nephritis,3.892805339531854
0,cutaneous squamous cell carcinoma,major depressive disorder,3.737894891843671
0,cutaneous squamous cell carcinoma,moyamoya disease,3.7557513333202843
0,cutaneous squamous cell carcinoma,multiple sclerosis,3.819784204245916
0,cutaneous squamous cell carcinoma,multiple system atrophy,3.738684810017565
0,cutaneous squamous cell carcinoma,myocardial infarction,4.0634895490021155
0,cutaneous squamous cell carcinoma,neuropathic pain,4.021226743886092
0,cutaneous squamous cell carcinoma,nonalcoholic steatohepatitis,3.901446697482651
0,cutaneous squamous cell carcinoma,non-small cell lung cancer,3.650280337364925
0,cutaneous squamous cell carcinoma,oral squamous cell carcinoma,2.806597497903849
0,cutaneous squamous cell carcinoma,osteoarthritis,3.7265006462829326
0,cutaneous squamous cell carcinoma,osteosarcoma,3.972716803210079
0,cutaneous squamous cell carcinoma,ovarian endometriosis,2.437269616139032
0,cutaneous squamous cell carcinoma,pancreatic cancer,3.64673297556349
0,cutaneous squamous cell carcinoma,pancreatic ductal adenocarcinoma,3.7048267141815874
0,cutaneous squamous cell carcinoma,papillary thyroid carcinoma,3.578441887686716
0,cutaneous squamous cell carcinoma,pre-eclampsia,3.768458982194512
0,cutaneous squamous cell carcinoma,prostate adenocarcinoma,2.56926497370796
0,cutaneous squamous cell carcinoma,prostate cancer,3.7776949603722296
0,cutaneous squamous cell carcinoma,pulmonary tuberculosis,2.3930541687321343
0,cutaneous squamous cell carcinoma,rheumatoid arthritis,3.9429581398651683
0,cutaneous squamous cell carcinoma,silicosis,3.7858907884323805
0,cutaneous squamous cell carcinoma,systemic lupus erythematosus,3.6534574551810146
0,cutaneous squamous cell carcinoma,thoracic aortic dissection,2.461658773465485
0,cutaneous squamous cell carcinoma,tuberculosis,3.8773737953090666
0,cutaneous squamous cell carcinoma,type 2 diabetes mellitus,3.4305942803507388
0,diabetes mellitus,diabetic retinopathy,3.406234720575832
0,diabetes mellitus,dilated cardiomyopathy,5.185551391534927
0,diabetes mellitus,endometrial cancer,4.306491555187753
0,diabetes mellitus,esophageal cancer,4.34309107975857
0,diabetes mellitus,esophageal squamous cell carcinoma,4.404922984989611
0,diabetes mellitus,essential hypertension,3.186179209405574
0,diabetes mellitus,gastric cancer,3.6697743482102188
0,diabetes mellitus,gestational diabetes mellitus,3.711714173130216
0,diabetes mellitus,glioblastoma,3.005323701176442
0,diabetes mellitus,glioblastoma multiforme,3.0934034462960365
0,diabetes mellitus,glioma,3.211752374420227
0,diabetes mellitus,heart disease,2.943471670597709
0,diabetes mellitus,hepatic steatosis,4.841300794628939
0,diabetes mellitus,hepatoblastoma,3.5146008813879197
0,diabetes mellitus,hepatocellular carcinoma,3.7391467399176403
0,diabetes mellitus,hirschsprung disease,3.936938196485071
0,diabetes mellitus,hypertension,3.0613277004780195
0,diabetes mellitus,hypertrophic cardiomyopathy,3.468080991085004
0,diabetes mellitus,hypopharyngeal squamous cell carcinoma,3.640465310912586
0,diabetes mellitus,infantile hemangioma,4.002995671479168
0,diabetes mellitus,intervertebral disc degeneration,3.724572959394223
0,diabetes mellitus,leukoaraiosis,4.351440498732508
0,diabetes mellitus,liver cancer,3.685924630072653
0,diabetes mellitus,lung adenocarcinoma,4.440448569463226
0,diabetes mellitus,lung cancer,3.555049306994127
0,diabetes mellitus,lupus nephritis,3.690804754872502
0,diabetes mellitus,major depressive disorder,2.9704933723550337
0,diabetes mellitus,moyamoya disease,4.165031280440246
0,diabetes mellitus,multiple sclerosis,2.9726939076805263
0,diabetes mellitus,multiple system atrophy,4.922172058210817
0,diabetes mellitus,myocardial infarction,2.9024138926925462
0,diabetes mellitus,neuropathic pain,4.716573570642172
0,diabetes mellitus,nonalcoholic steatohepatitis,3.7949892857874024
0,diabetes mellitus,non-small cell lung cancer,3.4090775412054755
0,diabetes mellitus,oral squamous cell carcinoma,3.7025813274118455
0,diabetes mellitus,osteoarthritis,3.549859218480631
0,diabetes mellitus,osteosarcoma,3.254964186102305
0,diabetes mellitus,ovarian endometriosis,3.718356968791115
0,diabetes mellitus,pancreatic cancer,4.024653519066754
0,diabetes mellitus,pancreatic ductal adenocarcinoma,3.3776269110990405
0,diabetes mellitus,papillary thyroid carcinoma,3.4921524085200657
0,diabetes mellitus,pre-eclampsia,3.972158512085423
0,diabetes mellitus,prostate adenocarcinoma,3.7723432823389396
0,diabetes mellitus,prostate cancer,3.282585895133154
0,diabetes mellitus,pulmonary tuberculosis,3.7720676543689606
0,diabetes mellitus,rheumatoid arthritis,2.791072497223963
0,diabetes mellitus,silicosis,3.9160781554693114
0,diabetes mellitus,systemic lupus erythematosus,4.171164260943939
0,diabetes mellitus,thoracic aortic dissection,3.674984369459737
0,diabetes mellitus,tuberculosis,3.000164714636236
0,diabetes mellitus,type 2 diabetes mellitus,4.579736415192976
0,diabetic retinopathy,dilated cardiomyopathy,4.540012361539473
0,diabetic retinopathy,endometrial cancer,4.096574882114038
0,diabetic retinopathy,esophageal cancer,4.0658413408352425
0,diabetic retinopathy,esophageal squamous cell carcinoma,4.176191585245592
0,diabetic retinopathy,essential hypertension,3.467050741038441
0,diabetic retinopathy,gastric cancer,3.744648173446601
0,diabetic retinopathy,gestational diabetes mellitus,3.3722702126782647
0,diabetic retinopathy,glioblastoma,3.3641317923407885
0,diabetic retinopathy,glioblastoma multiforme,3.358347338068218
0,diabetic retinopathy,glioma,3.9743307236460166
0,diabetic retinopathy,heart disease,3.356702952784045
0,diabetic retinopathy,hepatic steatosis,4.272298472964705
0,diabetic retinopathy,hepatoblastoma,3.625461865788787
0,diabetic retinopathy,hepatocellular carcinoma,3.7416059760007845
0,diabetic retinopathy,hirschsprung disease,4.000714492634199
0,diabetic retinopathy,hypertension,3.2822181986557832
0,diabetic retinopathy,hypertrophic cardiomyopathy,3.6176498845568164
0,diabetic retinopathy,hypopharyngeal squamous cell carcinoma,3.3293166056060493
0,diabetic retinopathy,infantile hemangioma,3.571067978650246
0,diabetic retinopathy,intervertebral disc degeneration,3.3931191887966823
0,diabetic retinopathy,leukoaraiosis,4.060451264613659
0,diabetic retinopathy,liver cancer,3.301127918148644
0,diabetic retinopathy,lung adenocarcinoma,4.342648088760252
0,diabetic retinopathy,lung cancer,3.431792888545449
0,diabetic retinopathy,lupus nephritis,3.6763916412372306
0,diabetic retinopathy,major depressive disorder,3.464836084926993
0,diabetic retinopathy,moyamoya disease,3.8266137056047276
0,diabetic retinopathy,multiple sclerosis,3.355619930007168
0,diabetic retinopathy,multiple system atrophy,4.465442423488283
0,diabetic retinopathy,myocardial infarction,3.2465004546988085
0,diabetic retinopathy,neuropathic pain,4.204719138114251
0,diabetic retinopathy,nonalcoholic steatohepatitis,3.6452404697051395
0,diabetic retinopathy,non-small cell lung cancer,3.600402137639063
0,diabetic retinopathy,oral squamous cell carcinoma,3.3643345814122982
0,diabetic retinopathy,osteoarthritis,3.6537265072935106
0,diabetic retinopathy,osteosarcoma,3.449081676548897
0,diabetic retinopathy,ovarian endometriosis,3.322606287554354
0,diabetic retinopathy,pancreatic cancer,3.9075592338039433
0,diabetic retinopathy,pancreatic ductal adenocarcinoma,3.530882315735532
0,diabetic retinopathy,papillary thyroid carcinoma,3.2646254835886808
0,diabetic retinopathy,pre-eclampsia,3.764232593635947
0,diabetic retinopathy,prostate adenocarcinoma,3.4051545208242793
0,diabetic retinopathy,prostate cancer,3.4547917810888054
0,diabetic retinopathy,pulmonary tuberculosis,3.3691075891640363
0,diabetic retinopathy,rheumatoid arthritis,3.3739099381290685
0,diabetic retinopathy,silicosis,3.6339139506734686
0,diabetic retinopathy,systemic lupus erythematosus,3.897391732143904
0,diabetic retinopathy,thoracic aortic dissection,3.295894915581814
0,diabetic retinopathy,tuberculosis,3.385628353935144
0,diabetic retinopathy,type 2 diabetes mellitus,4.103719679573713
0,dilated cardiomyopathy,endometrial cancer,4.5957275004373015
0,dilated cardiomyopathy,esophageal cancer,4.513664965388847
0,dilated cardiomyopathy,esophageal squamous cell carcinoma,4.549903053202033
0,dilated cardiomyopathy,essential hypertension,4.567218371420477
0,dilated cardiomyopathy,gastric cancer,4.499747229688973
0,dilated cardiomyopathy,gestational diabetes mellitus,3.955496026634282
0,dilated cardiomyopathy,glioblastoma,5.148343195767307
0,dilated cardiomyopathy,glioblastoma multiforme,5.021711971238741
0,dilated cardiomyopathy,glioma,5.098601533210103
0,dilated cardiomyopathy,heart disease,4.839381714985721
0,dilated cardiomyopathy,hepatic steatosis,5.009961012322879
0,dilated cardiomyopathy,hepatoblastoma,4.500313782264001
0,dilated cardiomyopathy,hepatocellular carcinoma,4.61252161082968
0,dilated cardiomyopathy,hirschsprung disease,4.4139988887693615
0,dilated cardiomyopathy,hypertension,4.857521864704614
0,dilated cardiomyopathy,hypertrophic cardiomyopathy,4.0347466607064275
0,dilated cardiomyopathy,hypopharyngeal squamous cell carcinoma,3.9807748905215576
0,dilated cardiomyopathy,infantile hemangioma,4.583059894812964
0,dilated cardiomyopathy,intervertebral disc degeneration,4.726257370575083
0,dilated cardiomyopathy,leukoaraiosis,4.392579630597977
0,dilated cardiomyopathy,liver cancer,3.9361272043628586
0,dilated cardiomyopathy,lung adenocarcinoma,4.4565288886664565
0,dilated cardiomyopathy,lung cancer,4.613011785874198
0,dilated cardiomyopathy,lupus nephritis,4.833784062430311
0,dilated cardiomyopathy,major depressive disorder,4.769335172739116
0,dilated cardiomyopathy,moyamoya disease,4.406159783608839
0,dilated cardiomyopathy,multiple sclerosis,4.813034979100259
0,dilated cardiomyopathy,multiple system atrophy,4.624962842751117
0,dilated cardiomyopathy,myocardial infarction,4.977878155628035
0,dilated cardiomyopathy,neuropathic pain,4.667459283915596
0,dilated cardiomyopathy,nonalcoholic steatohepatitis,4.314548657832016
0,dilated cardiomyopathy,non-small cell lung cancer,4.691793972965825
0,dilated cardiomyopathy,oral squamous cell carcinoma,3.961852988961755
0,dilated cardiomyopathy,osteoarthritis,4.950560322949428
0,dilated cardiomyopathy,osteosarcoma,4.857768097924999
0,dilated cardiomyopathy,ovarian endometriosis,3.908529004768575
0,dilated cardiomyopathy,pancreatic cancer,4.647848763619723
0,dilated cardiomyopathy,pancreatic ductal adenocarcinoma,4.624191921824103
0,dilated cardiomyopathy,papillary thyroid carcinoma,4.7603946620224376
0,dilated cardiomyopathy,pre-eclampsia,4.4907047411210455
0,dilated cardiomyopathy,prostate adenocarcinoma,3.996444005288892
0,dilated cardiomyopathy,prostate cancer,4.739735842492722
0,dilated cardiomyopathy,pulmonary tuberculosis,3.910789842988255
0,dilated cardiomyopathy,rheumatoid arthritis,5.3983922573730805
0,dilated cardiomyopathy,silicosis,4.738202766578334
0,dilated cardiomyopathy,systemic lupus erythematosus,4.4372461373446965
0,dilated cardiomyopathy,thoracic aortic dissection,3.8385715346165603
0,dilated cardiomyopathy,tuberculosis,4.678031486771443
0,dilated cardiomyopathy,type 2 diabetes mellitus,4.522075660220928
0,endometrial cancer,esophageal cancer,4.358462940169153
0,endometrial cancer,esophageal squamous cell carcinoma,4.349337150883444
0,endometrial cancer,essential hypertension,4.040165077128166
0,endometrial cancer,gastric cancer,4.384650792767826
0,endometrial cancer,gestational diabetes mellitus,3.4931671808548472
0,endometrial cancer,glioblastoma,4.197262898226171
0,endometrial cancer,glioblastoma multiforme,4.331740259990813
0,endometrial cancer,glioma,4.45608863159568
0,endometrial cancer,heart disease,4.301571323032583
0,endometrial cancer,hepatic steatosis,4.443457563674777
0,endometrial cancer,hepatoblastoma,4.011833261631545
0,endometrial cancer,hepatocellular carcinoma,4.112784692010617
0,endometrial cancer,hirschsprung disease,4.23914704964946
0,endometrial cancer,hypertension,4.317810210065946
0,endometrial cancer,hypertrophic cardiomyopathy,4.0947473558675815
0,endometrial cancer,hypopharyngeal squamous cell carcinoma,3.5227641907362885
0,endometrial cancer,infantile hemangioma,4.330024630779258
0,endometrial cancer,intervertebral disc degeneration,4.205687570107652
0,endometrial cancer,leukoaraiosis,4.226322631243555
0,endometrial cancer,liver cancer,3.4752567900488196
0,endometrial cancer,lung adenocarcinoma,4.442611244296376
0,endometrial cancer,lung cancer,3.811483928422183
0,endometrial cancer,lupus nephritis,4.161756393658451
0,endometrial cancer,major depressive disorder,4.104913695282998
0,endometrial cancer,moyamoya disease,4.198619199736145
0,endometrial cancer,multiple sclerosis,4.3114878623808535
0,endometrial cancer,multiple system atrophy,4.5121525447839534
0,endometrial cancer,myocardial infarction,4.309710466817797
0,endometrial cancer,neuropathic pain,4.650678641467216
0,endometrial cancer,nonalcoholic steatohepatitis,4.216538910145046
0,endometrial cancer,non-small cell lung cancer,3.9691254830764526
0,endometrial cancer,oral squamous cell carcinoma,3.4760065306506363
0,endometrial cancer,osteoarthritis,4.05507728973647
0,endometrial cancer,osteosarcoma,4.212702726186535
0,endometrial cancer,ovarian endometriosis,3.4223631612335628
0,endometrial cancer,pancreatic cancer,4.184729944238421
0,endometrial cancer,pancreatic ductal adenocarcinoma,4.100412128361219
0,endometrial cancer,papillary thyroid carcinoma,4.176155656254414
0,endometrial cancer,pre-eclampsia,4.243188997415049
0,endometrial cancer,prostate adenocarcinoma,3.5311898801350923
0,endometrial cancer,prostate cancer,4.135579188435529
0,endometrial cancer,pulmonary tuberculosis,3.536248130159233
0,endometrial cancer,rheumatoid arthritis,4.192752166828318
0,endometrial cancer,silicosis,4.249548594296231
0,endometrial cancer,systemic lupus erythematosus,4.306153429315768
0,endometrial cancer,thoracic aortic dissection,3.4427267004142004
0,endometrial cancer,tuberculosis,4.207623742270444
0,endometrial cancer,type 2 diabetes mellitus,4.12285085794713
0,esophageal cancer,esophageal squamous cell carcinoma,4.4606610316842685
0,esophageal cancer,essential hypertension,4.030495461906555
0,esophageal cancer,gastric cancer,4.210574697526143
0,esophageal cancer,gestational diabetes mellitus,3.5087209061825733
0,esophageal cancer,glioblastoma,4.204621963348473
0,esophageal cancer,glioblastoma multiforme,4.251907763928187
0,esophageal cancer,glioma,4.441518526264063
0,esophageal cancer,heart disease,4.441639673602794
0,esophageal cancer,hepatic steatosis,4.234674346238249
0,esophageal cancer,hepatoblastoma,4.278507790299527
0,esophageal cancer,hepatocellular carcinoma,4.014581371808097
0,esophageal cancer,hirschsprung disease,4.360179233950553
0,esophageal cancer,hypertension,4.087605380449261
0,esophageal cancer,hypertrophic cardiomyopathy,4.127975360465828
0,esophageal cancer,hypopharyngeal squamous cell carcinoma,3.4413961683387537
0,esophageal cancer,infantile hemangioma,4.115586539762495
0,esophageal cancer,intervertebral disc degeneration,4.367886702316812
0,esophageal cancer,leukoaraiosis,4.423384620304648
0,esophageal cancer,liver cancer,3.457680952001804
0,esophageal cancer,lung adenocarcinoma,4.544718171044679
0,esophageal cancer,lung cancer,3.796548644221039
0,esophageal cancer,lupus nephritis,4.3914032047288645
0,esophageal cancer,major depressive disorder,4.125917264103741
0,esophageal cancer,moyamoya disease,4.212362366792422
0,esophageal cancer,multiple sclerosis,4.227439003373734
0,esophageal cancer,multiple system atrophy,4.212774813849281
0,esophageal cancer,myocardial infarction,4.264609959662772
0,esophageal cancer,neuropathic pain,4.460110669567408
0,esophageal cancer,nonalcoholic steatohepatitis,4.165859741740246
0,esophageal cancer,non-small cell lung cancer,4.034634832375414
0,esophageal cancer,oral squamous cell carcinoma,3.5659647131477374
0,esophageal cancer,osteoarthritis,4.366390817658428
0,esophageal cancer,osteosarcoma,4.248493668656615
0,esophageal cancer,ovarian endometriosis,3.46856303290375
0,esophageal cancer,pancreatic cancer,4.324254905077746
0,esophageal cancer,pancreatic ductal adenocarcinoma,3.992374201498396
0,esophageal cancer,papillary thyroid carcinoma,3.921226201584462
0,esophageal cancer,pre-eclampsia,4.285533944558592
0,esophageal cancer,prostate adenocarcinoma,3.5831612866779423
0,esophageal cancer,prostate cancer,4.12234641005155
0,esophageal cancer,pulmonary tuberculosis,3.565149335284641
0,esophageal cancer,rheumatoid arthritis,4.26969044181686
0,esophageal cancer,silicosis,4.182665693220285
0,esophageal cancer,systemic lupus erythematosus,4.194530964959291
0,esophageal cancer,thoracic aortic dissection,3.4887812800538267
0,esophageal cancer,tuberculosis,4.024726765592045
0,esophageal cancer,type 2 diabetes mellitus,4.152514471262424
0,esophageal squamous cell carcinoma,essential hypertension,4.128000040319357
0,esophageal squamous cell carcinoma,gastric cancer,4.115162602070582
